연번,호선,고유역번호(외부역코드),수송연월,하차인원수,자치구,호선역
1157,2,207,44703,396122,성동구,상왕십리(2)
1158,2,208,44703,429714,성동구,왕십리(2)
1159,2,209,44703,454255,성동구,한양대(2)
1160,2,210,44703,692200,성동구,뚝섬(2)
1161,2,211,44703,1138897,성동구,성수(2)
1162,2,212,44703,1249058,광진구,건대입구(2)
1163,2,213,44703,657066,광진구,구의(2)
1164,2,214,44703,946081,광진구,강변(2)
1165,2,215,44703,402209,송파구,잠실나루(2)
1166,2,216,44703,2170807,송파구,잠실(2)
1167,2,217,44703,647725,송파구,잠실새내(2)
1168,2,218,44703,483448,송파구,종합운동장(2)
1169,2,219,44703,1456017,강남구,삼성(2)
1170,2,220,44703,1317615,강남구,선릉(2)
1171,2,221,44703,1491198,강남구,역삼(2)
1172,2,222,44703,2364056,강남구,강남(2)
1173,2,223,44703,1054506,서초구,교대(2)
1174,2,224,44703,579169,서초구,서초(2)
1175,2,225,44703,543759,서초구,방배(2)
1176,2,226,44703,1303682,동작구,사당(2)
1177,2,227,44703,789405,관악구,낙성대(2)
1178,2,228,44703,1397809,관악구,서울대입구(2)
1179,2,229,44703,629029,관악구,봉천(2)
1180,2,230,44703,1808289,관악구,신림(2)
1181,2,231,44703,763841,동작구,신대방(2)
1182,2,232,44703,1622434,구로구,구로디지털단지(2)
1183,2,233,44703,731321,구로구,대림(2)
1184,2,234,44703,1456051,구로구,신도림(2)
1185,2,235,44703,627994,영등포구,문래(2)
1186,2,236,44703,635898,영등포구,영등포구청(2)
1187,2,237,44703,636530,영등포구,당산(2)
1188,2,238,44703,1041508,마포구,합정(2)
1189,2,239,44703,2014237,마포구,홍대입구(2)
1190,2,240,44703,1063692,마포구,신촌(2)
1191,2,241,44703,441007,마포구,이대(2)
1192,2,242,44703,292997,마포구,아현(2)
1193,2,243,44703,294655,서대문구,충정로(2)
1194,2,244,44703,95835,성동구,용답(2)
1195,2,245,44703,53323,성동구,신답(2)
1196,2,246,44703,109190,동대문구,신설동(2)
1197,2,247,44703,39466,구로구,도림천(2)
1198,2,248,44703,206923,양천구,양천구청(2)
1199,2,249,44703,311631,양천구,신정네거리(2)
1200,2,250,44703,68573,동대문구,용두(2)
1201,3,309,44703,140789,고양시,지축(3)
1202,3,310,44703,614372,은평구,구파발(3)
1203,3,311,44703,1030176,은평구,연신내(3)
1204,3,312,44703,532746,은평구,불광(3)
1205,3,313,44703,402515,은평구,녹번(3)
1206,3,314,44703,504683,서대문구,홍제(3)
1207,3,315,44703,120121,서대문구,무악재(3)
1208,3,316,44703,241038,서대문구,독립문(3)
1209,3,317,44703,886867,종로구,경복궁(3)
1210,3,318,44703,745264,종로구,안국(3)
1211,3,319,44703,345204,종로구,종로3가(3)
1212,3,320,44703,303918,중구,을지로3가(3)
1213,3,322,44703,301186,중구,동대입구(3)
1214,3,323,44703,372210,중구,약수(3)
1215,3,324,44703,215804,성동구,금호(3)
1216,3,325,44703,282408,성동구,옥수(3)
1217,3,326,44703,973227,강남구,압구정(3)
1218,3,327,44703,932156,강남구,신사(3)
1219,3,328,44703,140253,서초구,잠원(3)
1220,3,329,44703,1433054,서초구,고속터미널(3)
1221,3,330,44703,262827,서초구,교대(3)
1222,3,331,44703,871821,서초구,남부터미널(3)
1223,3,332,44703,1172155,서초구,양재(3)
1224,3,333,44703,332329,강남구,매봉(3)
1225,3,334,44703,159736,강남구,도곡(3)
1226,3,335,44703,321799,강남구,대치(3)
1227,3,336,44703,86375,강남구,학여울(3)
1228,3,337,44703,267227,강남구,대청(3)
1229,3,338,44703,278706,강남구,일원(3)
1230,3,339,44703,533421,강남구,수서(3)
1231,3,340,44703,253730,송파구,가락시장(3)
1232,3,341,44703,200346,송파구,경찰병원(3)
1233,3,342,44703,163371,송파구,오금(3)
1234,4,409,44703,253519,노원구,당고개(4)
1235,4,410,44703,536356,노원구,상계(4)
1236,4,411,44703,658955,노원구,노원(4)
1237,4,412,44703,810901,도봉구,창동(4)
1238,4,413,44703,783574,도봉구,쌍문(4)
1239,4,414,44703,1009941,강북구,수유(4)
1240,4,415,44703,427784,강북구,미아(4)
1241,4,416,44703,791389,강북구,미아사거리(4)
1242,4,417,44703,629486,성북구,길음(4)
1243,4,418,44703,609769,성북구,성신여대입구(4)
1244,4,419,44703,429146,성북구,한성대입구(4)
1245,4,420,44703,1073360,종로구,혜화(4)
1246,4,421,44703,587551,종로구,동대문(4)
1247,4,422,44703,404130,중구,동대문역사문화공원(4)
1248,4,423,44703,799569,중구,충무로(4)
1249,4,424,44703,652032,중구,명동(4)
1250,4,425,44703,770700,중구,회현(4)
1251,4,426,44703,553649,용산구,서울역(4)
1252,4,427,44703,406857,용산구,숙대입구(4)
1253,4,428,44703,188929,용산구,삼각지(4)
1254,4,429,44703,528477,용산구,신용산(4)
1255,4,430,44703,312016,용산구,이촌(4)
1256,4,431,44703,80550,동작구,동작(4)
1257,4,432,44703,616940,동작구,이수(4)
1258,4,433,44703,701804,동작구,사당(4)
1259,4,434,44703,33800,서초구,남태령(4)
1260,5,2511,44703,191280,강서구,방화(5)
1261,5,2512,44703,157223,강서구,개화산(5)
1262,5,2513,44703,243416,강서구,김포공항(5)
1263,5,2514,44703,183368,강서구,송정(5)
1264,5,2515,44703,294784,강서구,마곡(5)
1265,5,2516,44703,617179,강서구,발산(5)
1266,5,2517,44703,418117,강서구,우장산(5)
1267,5,2518,44703,766864,강서구,화곡(5)
1268,5,2519,44703,799377,강서구,까치산(5)
1269,5,2520,44703,324215,양천구,신정(5)
1270,5,2521,44703,510750,양천구,목동(5)
1271,5,2522,44703,673348,양천구,오목교(5)
1272,5,2523,44703,198208,영등포구,양평(5)
1273,5,2524,44703,118254,영등포구,영등포구청(5)
1274,5,2525,44703,308046,영등포구,영등포시장(5)
1275,5,2526,44703,124478,영등포구,신길(5)
1276,5,2527,44703,811999,영등포구,여의도(5)
1277,5,2528,44703,574897,영등포구,여의나루(5)
1278,5,2529,44703,401652,마포구,마포(5)
1279,5,2530,44703,409558,마포구,공덕(5)
1280,5,2531,44703,186676,마포구,애오개(5)
1281,5,2532,44703,126493,서대문구,충정로(5)
1282,5,2533,44703,531651,종로구,서대문(5)
1283,5,2534,44703,908793,종로구,광화문(5)
1284,5,2535,44703,417516,종로구,종로3가(5)
1285,5,2536,44703,174901,중구,을지로4가(5)
1286,5,2537,44703,87582,중구,동대문역사문화공원(5)
1287,5,2538,44703,103698,중구,청구(5)
1288,5,2539,44703,193580,성동구,신금호(5)
1289,5,2540,44703,206975,성동구,행당(5)
1290,5,2541,44703,162067,성동구,왕십리(5)
1291,5,2542,44703,159179,성동구,마장(5)
1292,5,2543,44703,426378,성동구,답십리(5)
1293,5,2544,44703,511586,동대문구,장한평(5)
1294,5,2545,44703,368841,광진구,군자(5)
1295,5,2546,44703,462299,광진구,아차산(5)
1296,5,2547,44703,381071,광진구,광나루(5)
1297,5,2548,44703,562630,강동구,천호(5)
1298,5,2549,44703,513854,강동구,강동(5)
1299,5,2550,44703,240439,강동구,길동(5)
1300,5,2551,44703,271453,강동구,굽은다리(5)
1301,5,2552,44703,265498,강동구,명일(5)
1302,5,2553,44703,278955,강동구,고덕(5)
1303,5,2554,44703,399593,강동구,상일동(5)
1304,5,2555,44703,240669,강동구,둔촌동(5)
1305,5,2556,44703,130987,송파구,올림픽공원(5)
1306,5,2557,44703,211896,송파구,방이(5)
1307,5,2558,44703,107298,송파구,오금(5)
1308,5,2559,44703,192932,송파구,개롱(5)
1309,5,2560,44703,283527,송파구,거여(5)
1310,5,2561,44703,206151,송파구,마천(5)
1311,5,2562,44703,122053,강동구,강일(5)
1312,5,2563,44703,484606,하남시,미사(5)
1313,5,2564,44703,121906,하남시,하남풍산(5)
1314,5,2565,44703,204977,하남시,하남시청(5)
1315,5,2566,44703,181987,하남시,하남검단산(5)
1316,6,2611,44703,503733,은평구,응암(6)
1317,6,2612,44703,125083,은평구,역촌(6)
1318,6,2613,44703,130088,은평구,불광(6)
1319,6,2614,44703,86240,은평구,독바위(6)
1320,6,2616,44703,162109,은평구,구산(6)
1321,6,2617,44703,353586,은평구,새절(6)
1322,6,2618,44703,294147,은평구,증산(6)
1323,6,2619,44703,430704,은평구,디지털미디어시티(6)
1324,6,2620,44703,192199,마포구,월드컵경기장(6)
1325,6,2621,44703,363643,마포구,마포구청(6)
1326,6,2622,44703,461197,마포구,망원(6)
1327,6,2623,44703,409329,마포구,합정(6)
1328,6,2624,44703,324443,마포구,상수(6)
1329,6,2625,44703,248455,마포구,광흥창(6)
1330,6,2626,44703,256539,마포구,대흥(6)
1331,6,2627,44703,500031,마포구,공덕(6)
1332,6,2628,44703,194304,용산구,효창공원앞(6)
1333,6,2629,44703,188332,용산구,삼각지(6)
1334,6,2630,44703,170880,용산구,녹사평(6)
1335,6,2631,44703,426481,용산구,이태원(6)
1336,6,2632,44703,320472,용산구,한강진(6)
1337,6,2633,44703,63645,중구,버티고개(6)
1338,6,2634,44703,106207,중구,약수(6)
1339,6,2635,44703,108339,중구,청구(6)
1340,6,2636,44703,250360,중구,신당(6)
1341,6,2637,44703,256650,종로구,동묘앞(6)
1342,6,2638,44703,87832,종로구,창신(6)
1343,6,2639,44703,200963,성북구,보문(6)
1344,6,2640,44703,415940,성북구,안암(6)
1345,6,2641,44703,249247,성북구,고려대(6)
1346,6,2642,44703,341002,성북구,월곡(6)
1347,6,2643,44703,173144,성북구,상월곡(6)
1348,6,2644,44703,257271,성북구,돌곶이(6)
1349,6,2645,44703,382476,노원구,석계(6)
1350,6,2646,44703,224582,노원구,태릉입구(6)
1351,6,2647,44703,281001,노원구,화랑대(6)
1352,6,2648,44703,243942,중랑구,봉화산(6)
1353,7,2711,44703,32598,의정부시,장암(7)
1354,7,2712,44703,342822,도봉구,도봉산(7)
1355,7,2713,44703,377692,노원구,수락산(7)
1356,7,2714,44703,351058,노원구,마들(7)
1357,7,2715,44703,619678,노원구,노원(7)
1358,7,2716,44703,388912,노원구,중계(7)
1359,7,2717,44703,494555,노원구,하계(7)
1360,7,2718,44703,368349,노원구,공릉(7)
1361,7,2719,44703,301922,노원구,태릉입구(7)
1362,7,2720,44703,289944,중랑구,먹골(7)
1363,7,2721,44703,309298,중랑구,중화(7)
1364,7,2722,44703,472391,중랑구,상봉(7)
1365,7,2723,44703,449958,중랑구,면목(7)
1366,7,2724,44703,473185,중랑구,사가정(7)
1367,7,2725,44703,176240,중랑구,용마산(7)
1368,7,2726,44703,291084,광진구,중곡(7)
1369,7,2727,44703,343300,광진구,군자(7)
1370,7,2728,44703,496643,광진구,어린이대공원(7)
1371,7,2729,44703,429678,광진구,건대입구(7)
1372,7,2730,44703,382392,광진구,뚝섬유원지(7)
1373,7,2731,44703,596985,강남구,청담(7)
1374,7,2732,44703,492331,강남구,강남구청(7)
1375,7,2733,44703,669103,강남구,학동(7)
1376,7,2734,44703,593334,강남구,논현(7)
1377,7,2735,44703,170425,서초구,반포(7)
1378,7,2736,44703,414717,서초구,고속터미널(7)
1379,7,2737,44703,412954,서초구,내방(7)
1380,7,2738,44703,455508,동작구,이수(7)
1381,7,2739,44703,299728,동작구,남성(7)
1382,7,2740,44703,421412,동작구,숭실대입구(7)
1383,7,2741,44703,321502,동작구,상도(7)
1384,7,2742,44703,252688,동작구,장승배기(7)
1385,7,2743,44703,456388,동작구,신대방삼거리(7)
1386,7,2744,44703,287746,동작구,보라매(7)
1387,7,2745,44703,329277,영등포구,신풍(7)
1388,7,2746,44703,251577,영등포구,대림(7)
1389,7,2747,44703,447319,구로구,남구로(7)
1390,7,2748,44703,1129291,금천구,가산디지털단지(7)
1391,7,2749,44703,629256,광명시,철산(7)
1392,7,2750,44703,636101,광명시,광명사거리(7)
1393,7,2751,44703,309686,구로구,천왕(7)
1394,7,2752,44703,289938,구로구,온수(7)
1395,8,2811,44703,476744,강동구,암사(8)
1396,8,2812,44703,507871,강동구,천호(8)
1397,8,2813,44703,296579,강동구,강동구청(8)
1398,8,2814,44703,200185,송파구,몽촌토성(8)
1399,8,2815,44703,522571,송파구,잠실(8)
1400,8,2816,44703,263653,송파구,석촌(8)
1401,8,2817,44703,235851,송파구,송파(8)
1402,8,2818,44703,244045,송파구,가락시장(8)
1403,8,2819,44703,588560,송파구,문정(8)
1404,8,2820,44703,474948,송파구,장지(8)
1405,8,2821,44703,244613,송파구,복정(8)
1406,8,2822,44703,165644,성남시,산성(8)
1407,8,2823,44703,399896,성남시,남한산성입구(8)
1408,8,2824,44703,309050,성남시,단대오거리(8)
1409,8,2825,44703,137095,성남시,신흥(8)
1410,8,2826,44703,144996,성남시,수진(8)
1411,8,2827,44703,121740,성남시,모란(8)
1412,8,2828,44703,159105,성남시,남위례(8)
1413,9,4126,44703,51287,강남구,언주(9)
1414,9,4127,44703,46618,강남구,선정릉(9)
1415,9,4128,44703,36473,강남구,삼성중앙(9)
1416,9,4129,44703,87313,강남구,봉은사(9)
1417,9,4130,44703,21345,송파구,종합운동장(9)
1418,9,4131,44703,46658,송파구,삼전(9)
1419,9,4132,44703,39068,송파구,석촌고분(9)
1420,9,4133,44703,50394,송파구,석촌(9)
1421,9,4134,44703,43249,송파구,송파나루(9)
1422,9,4135,44703,23203,송파구,한성백제(9)
1423,9,4136,44703,44540,송파구,올림픽공원(9)
1424,9,4137,44703,10772,강동구,둔촌오륜(9)
1425,9,4138,44703,59953,강동구,중앙보훈병원(9)
1426,1,150,44734,1315763,중구,서울역(1)
1427,1,151,44734,624554,중구,시청(1)
1428,1,152,44734,940829,종로구,종각(1)
1429,1,153,44734,688964,종로구,종로3가(1)
1430,1,154,44734,650869,종로구,종로5가(1)
1431,1,155,44734,320413,종로구,동대문(1)
1432,1,156,44734,362789,동대문구,신설동(1)
1433,1,157,44734,493838,동대문구,제기동(1)
1434,1,158,44734,578300,동대문구,청량리(1)
1435,1,159,44734,283125,종로구,동묘앞(1)
1436,2,201,44734,574942,중구,시청(2)
1437,2,202,44734,1097460,중구,을지로입구(2)
1438,2,203,44734,616025,중구,을지로3가(2)
1439,2,204,44734,345655,중구,을지로4가(2)
1440,2,205,44734,431197,중구,동대문역사문화공원(2)
1441,2,206,44734,410277,중구,신당(2)
1442,2,207,44734,382075,성동구,상왕십리(2)
1443,2,208,44734,394834,성동구,왕십리(2)
1444,2,209,44734,310932,성동구,한양대(2)
1445,2,210,44734,655608,성동구,뚝섬(2)
1446,2,211,44734,1076016,성동구,성수(2)
1447,2,212,44734,1119393,광진구,건대입구(2)
1448,2,213,44734,632540,광진구,구의(2)
1449,2,214,44734,896131,광진구,강변(2)
1450,2,215,44734,383206,송파구,잠실나루(2)
1451,2,216,44734,2028396,송파구,잠실(2)
1452,2,217,44734,616580,송파구,잠실새내(2)
1453,2,218,44734,441176,송파구,종합운동장(2)
1454,2,219,44734,1466875,강남구,삼성(2)
1455,2,220,44734,1285855,강남구,선릉(2)
1456,2,221,44734,1473736,강남구,역삼(2)
1457,2,222,44734,2182162,강남구,강남(2)
1458,2,223,44734,1012875,서초구,교대(2)
1459,2,224,44734,559773,서초구,서초(2)
1460,2,225,44734,489500,서초구,방배(2)
1461,2,226,44734,1245557,동작구,사당(2)
1462,2,227,44734,748376,관악구,낙성대(2)
1463,2,228,44734,1285144,관악구,서울대입구(2)
1464,2,229,44734,615690,관악구,봉천(2)
1465,2,230,44734,1612560,관악구,신림(2)
1466,2,231,44734,706581,동작구,신대방(2)
1467,2,232,44734,1570697,구로구,구로디지털단지(2)
1468,2,233,44734,701346,구로구,대림(2)
1469,2,234,44734,1383906,구로구,신도림(2)
1470,2,235,44734,606816,영등포구,문래(2)
1471,2,236,44734,604864,영등포구,영등포구청(2)
1472,2,237,44734,589608,영등포구,당산(2)
1473,2,238,44734,981060,마포구,합정(2)
1474,2,239,44734,1868592,마포구,홍대입구(2)
1475,2,240,44734,998589,마포구,신촌(2)
1476,2,241,44734,406981,마포구,이대(2)
1477,2,242,44734,278038,마포구,아현(2)
1478,2,243,44734,280961,서대문구,충정로(2)
1479,2,244,44734,84598,성동구,용답(2)
1480,2,245,44734,52146,성동구,신답(2)
1481,2,246,44734,103366,동대문구,신설동(2)
1482,2,247,44734,38357,구로구,도림천(2)
1483,2,248,44734,199178,양천구,양천구청(2)
1484,2,249,44734,295604,양천구,신정네거리(2)
1485,2,250,44734,66087,동대문구,용두(2)
1486,3,309,44734,135989,고양시,지축(3)
1487,3,310,44734,579602,은평구,구파발(3)
1488,3,311,44734,969732,은평구,연신내(3)
1489,3,312,44734,497619,은평구,불광(3)
1490,3,313,44734,382158,은평구,녹번(3)
1491,3,314,44734,468291,서대문구,홍제(3)
1492,3,315,44734,112175,서대문구,무악재(3)
1493,3,316,44734,216332,서대문구,독립문(3)
1494,3,317,44734,775383,종로구,경복궁(3)
1495,3,318,44734,677065,종로구,안국(3)
1496,3,319,44734,328791,종로구,종로3가(3)
1497,3,320,44734,288422,중구,을지로3가(3)
1498,3,322,44734,274680,중구,동대입구(3)
1499,3,323,44734,353117,중구,약수(3)
1500,3,324,44734,206867,성동구,금호(3)
1501,3,325,44734,267789,성동구,옥수(3)
1502,3,326,44734,949766,강남구,압구정(3)
1503,3,327,44734,840508,강남구,신사(3)
1504,3,328,44734,131108,서초구,잠원(3)
1505,3,329,44734,1336554,서초구,고속터미널(3)
1506,3,330,44734,247886,서초구,교대(3)
1507,3,331,44734,825230,서초구,남부터미널(3)
1508,3,332,44734,1090347,서초구,양재(3)
1509,3,333,44734,320523,강남구,매봉(3)
1510,3,334,44734,149258,강남구,도곡(3)
1511,3,335,44734,310948,강남구,대치(3)
1512,3,336,44734,68102,강남구,학여울(3)
1513,3,337,44734,260410,강남구,대청(3)
1514,3,338,44734,272276,강남구,일원(3)
1515,3,339,44734,512400,강남구,수서(3)
1516,3,340,44734,241694,송파구,가락시장(3)
1517,3,341,44734,194509,송파구,경찰병원(3)
1518,3,342,44734,153399,송파구,오금(3)
1519,4,409,44734,233293,노원구,당고개(4)
1520,4,410,44734,500064,노원구,상계(4)
1521,4,411,44734,606595,노원구,노원(4)
1522,4,412,44734,762772,도봉구,창동(4)
1523,4,413,44734,737066,도봉구,쌍문(4)
1524,4,414,44734,945133,강북구,수유(4)
1525,4,415,44734,401272,강북구,미아(4)
1526,4,416,44734,743977,강북구,미아사거리(4)
1527,4,417,44734,576706,성북구,길음(4)
1528,4,418,44734,556197,성북구,성신여대입구(4)
1529,4,419,44734,381434,성북구,한성대입구(4)
1530,4,420,44734,960719,종로구,혜화(4)
1531,4,421,44734,558404,종로구,동대문(4)
1532,4,422,44734,391037,중구,동대문역사문화공원(4)
1533,4,423,44734,744854,중구,충무로(4)
1534,4,424,44734,612664,중구,명동(4)
1535,4,425,44734,717240,중구,회현(4)
1536,4,426,44734,530165,용산구,서울역(4)
1537,4,427,44734,370852,용산구,숙대입구(4)
1538,4,428,44734,187351,용산구,삼각지(4)
1539,4,429,44734,515991,용산구,신용산(4)
1540,4,430,44734,289859,용산구,이촌(4)
1541,4,431,44734,72625,동작구,동작(4)
1542,4,432,44734,580298,동작구,이수(4)
1543,4,433,44734,659096,동작구,사당(4)
1544,4,434,44734,33336,서초구,남태령(4)
1545,5,2511,44734,182422,강서구,방화(5)
1546,5,2512,44734,151747,강서구,개화산(5)
1547,5,2513,44734,233800,강서구,김포공항(5)
1548,5,2514,44734,174475,강서구,송정(5)
1549,5,2515,44734,282040,강서구,마곡(5)
1550,5,2516,44734,588511,강서구,발산(5)
1551,5,2517,44734,396936,강서구,우장산(5)
1552,5,2518,44734,730621,강서구,화곡(5)
1553,5,2519,44734,763770,강서구,까치산(5)
1554,5,2520,44734,313954,양천구,신정(5)
1555,5,2521,44734,492111,양천구,목동(5)
1556,5,2522,44734,638487,양천구,오목교(5)
1557,5,2523,44734,192956,영등포구,양평(5)
1558,5,2524,44734,114265,영등포구,영등포구청(5)
1559,5,2525,44734,300215,영등포구,영등포시장(5)
1560,5,2526,44734,121853,영등포구,신길(5)
1561,5,2527,44734,771030,영등포구,여의도(5)
1562,5,2528,44734,397491,영등포구,여의나루(5)
1563,5,2529,44734,388429,마포구,마포(5)
1564,5,2530,44734,397062,마포구,공덕(5)
1565,5,2531,44734,178182,마포구,애오개(5)
1566,5,2532,44734,119145,서대문구,충정로(5)
1567,5,2533,44734,502766,종로구,서대문(5)
1568,5,2534,44734,869594,종로구,광화문(5)
1569,5,2535,44734,386147,종로구,종로3가(5)
1570,5,2536,44734,168494,중구,을지로4가(5)
1571,5,2537,44734,86465,중구,동대문역사문화공원(5)
1572,5,2538,44734,99210,중구,청구(5)
1573,5,2539,44734,185546,성동구,신금호(5)
1574,5,2540,44734,199588,성동구,행당(5)
1575,5,2541,44734,151207,성동구,왕십리(5)
1576,5,2542,44734,148243,성동구,마장(5)
1577,5,2543,44734,409941,성동구,답십리(5)
1578,5,2544,44734,499338,동대문구,장한평(5)
1579,5,2545,44734,349977,광진구,군자(5)
1580,5,2546,44734,409196,광진구,아차산(5)
1581,5,2547,44734,355131,광진구,광나루(5)
1582,5,2548,44734,527527,강동구,천호(5)
1583,5,2549,44734,494091,강동구,강동(5)
1584,5,2550,44734,230608,강동구,길동(5)
1585,5,2551,44734,258976,강동구,굽은다리(5)
1586,5,2552,44734,253982,강동구,명일(5)
1587,5,2553,44734,262949,강동구,고덕(5)
1588,5,2554,44734,379099,강동구,상일동(5)
1589,5,2555,44734,228326,강동구,둔촌동(5)
1590,5,2556,44734,118982,송파구,올림픽공원(5)
1591,5,2557,44734,204791,송파구,방이(5)
1592,5,2558,44734,102082,송파구,오금(5)
1593,5,2559,44734,185804,송파구,개롱(5)
1594,5,2560,44734,271797,송파구,거여(5)
1595,5,2561,44734,197660,송파구,마천(5)
1596,5,2562,44734,124134,강동구,강일(5)
1597,5,2563,44734,467655,하남시,미사(5)
1598,5,2564,44734,117210,하남시,하남풍산(5)
1599,5,2565,44734,197706,하남시,하남시청(5)
1600,5,2566,44734,172215,하남시,하남검단산(5)
1601,6,2611,44734,482337,은평구,응암(6)
1602,6,2612,44734,121290,은평구,역촌(6)
1603,6,2613,44734,125808,은평구,불광(6)
1604,6,2614,44734,83548,은평구,독바위(6)
1605,6,2616,44734,159567,은평구,구산(6)
1606,6,2617,44734,331113,은평구,새절(6)
1607,6,2618,44734,275931,은평구,증산(6)
1608,6,2619,44734,420115,은평구,디지털미디어시티(6)
1609,6,2620,44734,225212,마포구,월드컵경기장(6)
1610,6,2621,44734,352945,마포구,마포구청(6)
1611,6,2622,44734,430366,마포구,망원(6)
1612,6,2623,44734,388202,마포구,합정(6)
1613,6,2624,44734,303798,마포구,상수(6)
1614,6,2625,44734,240828,마포구,광흥창(6)
1615,6,2626,44734,240276,마포구,대흥(6)
1616,6,2627,44734,475851,마포구,공덕(6)
1617,6,2628,44734,180688,용산구,효창공원앞(6)
1618,6,2629,44734,183122,용산구,삼각지(6)
1619,6,2630,44734,155703,용산구,녹사평(6)
1620,6,2631,44734,397153,용산구,이태원(6)
1621,6,2632,44734,298440,용산구,한강진(6)
1622,6,2633,44734,60494,중구,버티고개(6)
1623,6,2634,44734,101668,중구,약수(6)
1624,6,2635,44734,102389,중구,청구(6)
1625,6,2636,44734,237321,중구,신당(6)
1626,6,2637,44734,236435,종로구,동묘앞(6)
1627,6,2638,44734,83094,종로구,창신(6)
1628,6,2639,44734,190408,성북구,보문(6)
1629,6,2640,44734,321981,성북구,안암(6)
1630,6,2641,44734,221912,성북구,고려대(6)
1631,6,2642,44734,312558,성북구,월곡(6)
1632,6,2643,44734,160914,성북구,상월곡(6)
1633,6,2644,44734,241382,성북구,돌곶이(6)
1634,6,2645,44734,353165,노원구,석계(6)
1635,6,2646,44734,176323,노원구,태릉입구(6)
1636,6,2647,44734,252212,노원구,화랑대(6)
1637,6,2648,44734,233283,중랑구,봉화산(6)
1638,7,2711,44734,30065,의정부시,장암(7)
1639,7,2712,44734,312258,도봉구,도봉산(7)
1640,7,2713,44734,357894,노원구,수락산(7)
1641,7,2714,44734,338562,노원구,마들(7)
1642,7,2715,44734,581765,노원구,노원(7)
1643,7,2716,44734,366329,노원구,중계(7)
1644,7,2717,44734,464329,노원구,하계(7)
1645,7,2718,44734,328863,노원구,공릉(7)
1646,7,2719,44734,237113,노원구,태릉입구(7)
1647,7,2720,44734,275423,중랑구,먹골(7)
1648,7,2721,44734,287662,중랑구,중화(7)
1649,7,2722,44734,449304,중랑구,상봉(7)
1650,7,2723,44734,414885,중랑구,면목(7)
1651,7,2724,44734,444802,중랑구,사가정(7)
1652,7,2725,44734,164031,중랑구,용마산(7)
1653,7,2726,44734,281147,광진구,중곡(7)
1654,7,2727,44734,331261,광진구,군자(7)
1655,7,2728,44734,415722,광진구,어린이대공원(7)
1656,7,2729,44734,394565,광진구,건대입구(7)
1657,7,2730,44734,265886,광진구,뚝섬유원지(7)
1658,7,2731,44734,579565,강남구,청담(7)
1659,7,2732,44734,486193,강남구,강남구청(7)
1660,7,2733,44734,646555,강남구,학동(7)
1661,7,2734,44734,528312,강남구,논현(7)
1662,7,2735,44734,163788,서초구,반포(7)
1663,7,2736,44734,400547,서초구,고속터미널(7)
1664,7,2737,44734,393353,서초구,내방(7)
1665,7,2738,44734,443623,동작구,이수(7)
1666,7,2739,44734,288021,동작구,남성(7)
1667,7,2740,44734,367829,동작구,숭실대입구(7)
1668,7,2741,44734,300208,동작구,상도(7)
1669,7,2742,44734,245548,동작구,장승배기(7)
1670,7,2743,44734,406031,동작구,신대방삼거리(7)
1671,7,2744,44734,228158,동작구,보라매(7)
1672,7,2745,44734,317636,영등포구,신풍(7)
1673,7,2746,44734,244595,영등포구,대림(7)
1674,7,2747,44734,432229,구로구,남구로(7)
1675,7,2748,44734,1089209,금천구,가산디지털단지(7)
1676,7,2749,44734,598046,광명시,철산(7)
1677,7,2750,44734,608022,광명시,광명사거리(7)
1678,7,2751,44734,298818,구로구,천왕(7)
1679,7,2752,44734,267370,구로구,온수(7)
1680,8,2811,44734,458496,강동구,암사(8)
1681,8,2812,44734,479764,강동구,천호(8)
1682,8,2813,44734,286989,강동구,강동구청(8)
1683,8,2814,44734,179453,송파구,몽촌토성(8)
1684,8,2815,44734,500296,송파구,잠실(8)
1685,8,2816,44734,247503,송파구,석촌(8)
1686,8,2817,44734,233154,송파구,송파(8)
1687,8,2818,44734,233399,송파구,가락시장(8)
1688,8,2819,44734,568243,송파구,문정(8)
1689,8,2820,44734,455934,송파구,장지(8)
1690,8,2821,44734,227680,송파구,복정(8)
1691,8,2822,44734,155091,성남시,산성(8)
1692,8,2823,44734,360664,성남시,남한산성입구(8)
1693,8,2824,44734,288815,성남시,단대오거리(8)
1694,8,2825,44734,130293,성남시,신흥(8)
1695,8,2826,44734,141454,성남시,수진(8)
1696,8,2827,44734,114352,성남시,모란(8)
1697,8,2828,44734,156553,성남시,남위례(8)
1698,9,4126,44734,50032,강남구,언주(9)
1699,9,4127,44734,44927,강남구,선정릉(9)
1700,9,4128,44734,36482,강남구,삼성중앙(9)
1701,9,4129,44734,86863,강남구,봉은사(9)
1702,9,4130,44734,20012,송파구,종합운동장(9)
1703,9,4131,44734,45961,송파구,삼전(9)
1704,9,4132,44734,38963,송파구,석촌고분(9)
1705,9,4133,44734,48919,송파구,석촌(9)
1706,9,4134,44734,41365,송파구,송파나루(9)
1707,9,4135,44734,21823,송파구,한성백제(9)
1708,9,4136,44734,41191,송파구,올림픽공원(9)
1709,9,4137,44734,10223,강동구,둔촌오륜(9)
1710,9,4138,44734,57423,강동구,중앙보훈병원(9)
1711,1,150,44764,1339173,중구,서울역(1)
1712,1,151,44764,657393,중구,시청(1)
1713,1,152,44764,985824,종로구,종각(1)
1714,1,153,44764,698755,종로구,종로3가(1)
1715,1,154,44764,642341,종로구,종로5가(1)
