연번,호선,고유역번호(외부역코드),역명,수송연월,하차인원수
1363,7,2721,중화,May-22,309298
1364,7,2722,상봉(7),May-22,472391
1365,7,2723,면목,May-22,449958
1366,7,2724,사가정,May-22,473185
1367,7,2725,용마산,May-22,176240
1368,7,2726,중곡,May-22,291084
1369,7,2727,군자(7),May-22,343300
1370,7,2728,어린이대공원,May-22,496643
1371,7,2729,건대입구(7),May-22,429678
1372,7,2730,뚝섬유원지,May-22,382392
1373,7,2731,청담,May-22,596985
1374,7,2732,강남구청,May-22,492331
1375,7,2733,학동,May-22,669103
1376,7,2734,논현,May-22,593334
1377,7,2735,반포,May-22,170425
1378,7,2736,고속터미널(7),May-22,414717
1379,7,2737,내방,May-22,412954
1380,7,2738,이수(7),May-22,455508
1381,7,2739,남성,May-22,299728
1382,7,2740,숭실대입구,May-22,421412
1383,7,2741,상도,May-22,321502
1384,7,2742,장승배기,May-22,252688
1385,7,2743,신대방삼거리,May-22,456388
1386,7,2744,보라매,May-22,287746
1387,7,2745,신풍,May-22,329277
1388,7,2746,대림(7),May-22,251577
1389,7,2747,남구로,May-22,447319
1390,7,2748,가산디지털단지(7),May-22,1129291
1391,7,2749,철산,May-22,629256
1392,7,2750,광명사거리,May-22,636101
1393,7,2751,천왕,May-22,309686
1394,7,2752,온수(7),May-22,289938
1395,8,2811,암사,May-22,476744
1396,8,2812,천호(8),May-22,507871
1397,8,2813,강동구청,May-22,296579
1398,8,2814,몽촌토성,May-22,200185
1399,8,2815,잠실(8),May-22,522571
1400,8,2816,석촌(8),May-22,263653
1401,8,2817,송파,May-22,235851
1402,8,2818,가락시장(8),May-22,244045
1403,8,2819,문정,May-22,588560
1404,8,2820,장지,May-22,474948
1405,8,2821,복정(8),May-22,244613
1406,8,2822,산성,May-22,165644
1407,8,2823,남한산성입구,May-22,399896
1408,8,2824,단대오거리,May-22,309050
1409,8,2825,신흥,May-22,137095
1410,8,2826,수진,May-22,144996
1411,8,2827,모란(8),May-22,121740
1412,8,2828,남위례,May-22,159105
1413,9,4126,언주,May-22,51287
1414,9,4127,선정릉,May-22,46618
1415,9,4128,삼성중앙,May-22,36473
1416,9,4129,봉은사,May-22,87313
1417,9,4130,종합운동장(9),May-22,21345
1418,9,4131,삼전,May-22,46658
1419,9,4132,석촌고분,May-22,39068
1420,9,4133,석촌(9),May-22,50394
1421,9,4134,송파나루,May-22,43249
1422,9,4135,한성백제,May-22,23203
1423,9,4136,올림픽공원(9),May-22,44540
1424,9,4137,둔촌오륜,May-22,10772
1425,9,4138,중앙보훈병원,May-22,59953
1426,1,150,서울역(1),Jun-22,1315763
1427,1,151,시청(1),Jun-22,624554
1428,1,152,종각,Jun-22,940829
1429,1,153,종로3가(1),Jun-22,688964
1430,1,154,종로5가,Jun-22,650869
1431,1,155,동대문(1),Jun-22,320413
1432,1,156,신설동(1),Jun-22,362789
1433,1,157,제기동,Jun-22,493838
1434,1,158,청량리,Jun-22,578300
1435,1,159,동묘앞(1),Jun-22,283125
1436,2,201,시청(2),Jun-22,574942
1437,2,202,을지로입구,Jun-22,1097460
1438,2,203,을지로3가(2),Jun-22,616025
1439,2,204,을지로4가(2),Jun-22,345655
1440,2,205,동대문역사문화공원(2),Jun-22,431197
1441,2,206,신당(2),Jun-22,410277
1442,2,207,상왕십리,Jun-22,382075
1443,2,208,왕십리(2),Jun-22,394834
1444,2,209,한양대,Jun-22,310932
1445,2,210,뚝섬,Jun-22,655608
1446,2,211,성수,Jun-22,1076016
1447,2,212,건대입구(2),Jun-22,1119393
1448,2,213,구의,Jun-22,632540
1449,2,214,강변,Jun-22,896131
1450,2,215,잠실나루,Jun-22,383206
1451,2,216,잠실(2),Jun-22,2028396
1452,2,217,잠실새내,Jun-22,616580
1453,2,218,종합운동장(2),Jun-22,441176
1454,2,219,삼성,Jun-22,1466875
1455,2,220,선릉,Jun-22,1285855
1456,2,221,역삼,Jun-22,1473736
1457,2,222,강남,Jun-22,2182162
1458,2,223,교대(2),Jun-22,1012875
1459,2,224,서초,Jun-22,559773
1460,2,225,방배,Jun-22,489500
1461,2,226,사당(2),Jun-22,1245557
1462,2,227,낙성대,Jun-22,748376
1463,2,228,서울대입구,Jun-22,1285144
1464,2,229,봉천,Jun-22,615690
1465,2,230,신림,Jun-22,1612560
1466,2,231,신대방,Jun-22,706581
1467,2,232,구로디지털단지,Jun-22,1570697
1468,2,233,대림(2),Jun-22,701346
1469,2,234,신도림,Jun-22,1383906
1470,2,235,문래,Jun-22,606816
1471,2,236,영등포구청(2),Jun-22,604864
1472,2,237,당산,Jun-22,589608
1473,2,238,합정(2),Jun-22,981060
1474,2,239,홍대입구,Jun-22,1868592
1475,2,240,신촌,Jun-22,998589
1476,2,241,이대,Jun-22,406981
1477,2,242,아현,Jun-22,278038
1478,2,243,충정로(2),Jun-22,280961
1479,2,244,용답,Jun-22,84598
1480,2,245,신답,Jun-22,52146
1481,2,246,신설동(2),Jun-22,103366
1482,2,247,도림천,Jun-22,38357
1483,2,248,양천구청,Jun-22,199178
1484,2,249,신정네거리,Jun-22,295604
1485,2,250,용두,Jun-22,66087
1486,3,309,지축,Jun-22,135989
1487,3,310,구파발,Jun-22,579602
1488,3,311,연신내(3),Jun-22,969732
1489,3,312,불광(3),Jun-22,497619
1490,3,313,녹번,Jun-22,382158
1491,3,314,홍제,Jun-22,468291
1492,3,315,무악재,Jun-22,112175
1493,3,316,독립문,Jun-22,216332
1494,3,317,경복궁,Jun-22,775383
1495,3,318,안국,Jun-22,677065
1496,3,319,종로3가(3),Jun-22,328791
1497,3,320,을지로3가(3),Jun-22,288422
1498,3,322,동대입구,Jun-22,274680
1499,3,323,약수(3),Jun-22,353117
1500,3,324,금호,Jun-22,206867
1501,3,325,옥수,Jun-22,267789
1502,3,326,압구정,Jun-22,949766
1503,3,327,신사,Jun-22,840508
1504,3,328,잠원,Jun-22,131108
1505,3,329,고속터미널(3),Jun-22,1336554
1506,3,330,교대(3),Jun-22,247886
1507,3,331,남부터미널,Jun-22,825230
1508,3,332,양재,Jun-22,1090347
1509,3,333,매봉,Jun-22,320523
1510,3,334,도곡,Jun-22,149258
1511,3,335,대치,Jun-22,310948
1512,3,336,학여울,Jun-22,68102
1513,3,337,대청,Jun-22,260410
1514,3,338,일원,Jun-22,272276
1515,3,339,수서,Jun-22,512400
1516,3,340,가락시장(3),Jun-22,241694
1517,3,341,경찰병원,Jun-22,194509
1518,3,342,오금(3),Jun-22,153399
1519,4,409,당고개,Jun-22,233293
1520,4,410,상계,Jun-22,500064
1521,4,411,노원(4),Jun-22,606595
1522,4,412,창동,Jun-22,762772
1523,4,413,쌍문,Jun-22,737066
1524,4,414,수유,Jun-22,945133
1525,4,415,미아,Jun-22,401272
1526,4,416,미아사거리,Jun-22,743977
1527,4,417,길음,Jun-22,576706
1528,4,418,성신여대입구,Jun-22,556197
1529,4,419,한성대입구,Jun-22,381434
1530,4,420,혜화,Jun-22,960719
1531,4,421,동대문(4),Jun-22,558404
1532,4,422,동대문역사문화공원(4),Jun-22,391037
1533,4,423,충무로(4),Jun-22,744854
1534,4,424,명동,Jun-22,612664
1535,4,425,회현,Jun-22,717240
1536,4,426,서울역(4),Jun-22,530165
1537,4,427,숙대입구,Jun-22,370852
1538,4,428,삼각지(4),Jun-22,187351
1539,4,429,신용산,Jun-22,515991
1540,4,430,이촌,Jun-22,289859
1541,4,431,동작,Jun-22,72625
1542,4,432,이수(총신대입구),Jun-22,580298
1543,4,433,사당(4),Jun-22,659096
1544,4,434,남태령,Jun-22,33336
1545,5,2511,방화,Jun-22,182422
1546,5,2512,개화산,Jun-22,151747
1547,5,2513,김포공항(5),Jun-22,233800
1548,5,2514,송정,Jun-22,174475
1549,5,2515,마곡,Jun-22,282040
1550,5,2516,발산,Jun-22,588511
1551,5,2517,우장산,Jun-22,396936
1552,5,2518,화곡,Jun-22,730621
1553,5,2519,까치산(5),Jun-22,763770
1554,5,2520,신정,Jun-22,313954
1555,5,2521,목동,Jun-22,492111
1556,5,2522,오목교,Jun-22,638487
1557,5,2523,양평(5),Jun-22,192956
1558,5,2524,영등포구청(5),Jun-22,114265
1559,5,2525,영등포시장,Jun-22,300215
1560,5,2526,신길(5),Jun-22,121853
1561,5,2527,여의도(5),Jun-22,771030
1562,5,2528,여의나루,Jun-22,397491
1563,5,2529,마포,Jun-22,388429
1564,5,2530,공덕(5),Jun-22,397062
1565,5,2531,애오개,Jun-22,178182
1566,5,2532,충정로(5),Jun-22,119145
1567,5,2533,서대문,Jun-22,502766
1568,5,2534,광화문,Jun-22,869594
1569,5,2535,종로3가(5),Jun-22,386147
1570,5,2536,을지로4가(5),Jun-22,168494
1571,5,2537,동대문역사문화공원(5),Jun-22,86465
1572,5,2538,청구(5),Jun-22,99210
1573,5,2539,신금호,Jun-22,185546
1574,5,2540,행당,Jun-22,199588
1575,5,2541,왕십리(5),Jun-22,151207
1576,5,2542,마장,Jun-22,148243
1577,5,2543,답십리,Jun-22,409941
1578,5,2544,장한평,Jun-22,499338
1579,5,2545,군자(5),Jun-22,349977
1580,5,2546,아차산,Jun-22,409196
1581,5,2547,광나루,Jun-22,355131
1582,5,2548,천호(5),Jun-22,527527
1583,5,2549,강동,Jun-22,494091
1584,5,2550,길동,Jun-22,230608
1585,5,2551,굽은다리,Jun-22,258976
1586,5,2552,명일,Jun-22,253982
1587,5,2553,고덕,Jun-22,262949
1588,5,2554,상일동,Jun-22,379099
1589,5,2555,둔촌동,Jun-22,228326
1590,5,2556,올림픽공원(5),Jun-22,118982
1591,5,2557,방이,Jun-22,204791
1592,5,2558,오금(5),Jun-22,102082
1593,5,2559,개롱,Jun-22,185804
1594,5,2560,거여,Jun-22,271797
1595,5,2561,마천,Jun-22,197660
1596,5,2562,강일,Jun-22,124134
1597,5,2563,미사,Jun-22,467655
1598,5,2564,하남풍산,Jun-22,117210
1599,5,2565,하남시청,Jun-22,197706
1600,5,2566,하남검단산,Jun-22,172215
1601,6,2611,응암,Jun-22,482337
1602,6,2612,역촌,Jun-22,121290
1603,6,2613,불광(6),Jun-22,125808
1604,6,2614,독바위,Jun-22,83548
1605,6,2616,구산,Jun-22,159567
1606,6,2617,새절,Jun-22,331113
1607,6,2618,증산,Jun-22,275931
1608,6,2619,디지털미디어시티(6),Jun-22,420115
1609,6,2620,월드컵경기장,Jun-22,225212
1610,6,2621,마포구청,Jun-22,352945
1611,6,2622,망원,Jun-22,430366
1612,6,2623,합정(6),Jun-22,388202
1613,6,2624,상수,Jun-22,303798
1614,6,2625,광흥창,Jun-22,240828
1615,6,2626,대흥,Jun-22,240276
1616,6,2627,공덕(6),Jun-22,475851
1617,6,2628,효창공원앞,Jun-22,180688
1618,6,2629,삼각지(6),Jun-22,183122
1619,6,2630,녹사평,Jun-22,155703
1620,6,2631,이태원,Jun-22,397153
1621,6,2632,한강진,Jun-22,298440
1622,6,2633,버티고개,Jun-22,60494
1623,6,2634,약수(6),Jun-22,101668
1624,6,2635,청구(6),Jun-22,102389
1625,6,2636,신당(6),Jun-22,237321
1626,6,2637,동묘앞(6),Jun-22,236435
1627,6,2638,창신,Jun-22,83094
1628,6,2639,보문,Jun-22,190408
1629,6,2640,안암,Jun-22,321981
1630,6,2641,고려대,Jun-22,221912
1631,6,2642,월곡,Jun-22,312558
1632,6,2643,상월곡,Jun-22,160914
1633,6,2644,돌곶이,Jun-22,241382
1634,6,2645,석계(6),Jun-22,353165
1635,6,2646,태릉입구(6),Jun-22,176323
1636,6,2647,화랑대,Jun-22,252212
1637,6,2648,봉화산,Jun-22,233283
1638,7,2711,장암,Jun-22,30065
1639,7,2712,도봉산(7),Jun-22,312258
1640,7,2713,수락산,Jun-22,357894
1641,7,2714,마들,Jun-22,338562
1642,7,2715,노원(7),Jun-22,581765
1643,7,2716,중계,Jun-22,366329
1644,7,2717,하계,Jun-22,464329
1645,7,2718,공릉,Jun-22,328863
1646,7,2719,태릉입구(7),Jun-22,237113
1647,7,2720,먹골,Jun-22,275423
1648,7,2721,중화,Jun-22,287662
1649,7,2722,상봉(7),Jun-22,449304
1650,7,2723,면목,Jun-22,414885
1651,7,2724,사가정,Jun-22,444802
1652,7,2725,용마산,Jun-22,164031
1653,7,2726,중곡,Jun-22,281147
1654,7,2727,군자(7),Jun-22,331261
1655,7,2728,어린이대공원,Jun-22,415722
1656,7,2729,건대입구(7),Jun-22,394565
1657,7,2730,뚝섬유원지,Jun-22,265886
1658,7,2731,청담,Jun-22,579565
1659,7,2732,강남구청,Jun-22,486193
1660,7,2733,학동,Jun-22,646555
1661,7,2734,논현,Jun-22,528312
1662,7,2735,반포,Jun-22,163788
1663,7,2736,고속터미널(7),Jun-22,400547
1664,7,2737,내방,Jun-22,393353
1665,7,2738,이수(7),Jun-22,443623
1666,7,2739,남성,Jun-22,288021
1667,7,2740,숭실대입구,Jun-22,367829
1668,7,2741,상도,Jun-22,300208
1669,7,2742,장승배기,Jun-22,245548
1670,7,2743,신대방삼거리,Jun-22,406031
1671,7,2744,보라매,Jun-22,228158
1672,7,2745,신풍,Jun-22,317636
1673,7,2746,대림(7),Jun-22,244595
1674,7,2747,남구로,Jun-22,432229
1675,7,2748,가산디지털단지(7),Jun-22,1089209
1676,7,2749,철산,Jun-22,598046
1677,7,2750,광명사거리,Jun-22,608022
1678,7,2751,천왕,Jun-22,298818
1679,7,2752,온수(7),Jun-22,267370
1680,8,2811,암사,Jun-22,458496
1681,8,2812,천호(8),Jun-22,479764
1682,8,2813,강동구청,Jun-22,286989
1683,8,2814,몽촌토성,Jun-22,179453
1684,8,2815,잠실(8),Jun-22,500296
1685,8,2816,석촌(8),Jun-22,247503
1686,8,2817,송파,Jun-22,233154
1687,8,2818,가락시장(8),Jun-22,233399
1688,8,2819,문정,Jun-22,568243
1689,8,2820,장지,Jun-22,455934
1690,8,2821,복정(8),Jun-22,227680
1691,8,2822,산성,Jun-22,155091
1692,8,2823,남한산성입구,Jun-22,360664
1693,8,2824,단대오거리,Jun-22,288815
1694,8,2825,신흥,Jun-22,130293
1695,8,2826,수진,Jun-22,141454
1696,8,2827,모란(8),Jun-22,114352
1697,8,2828,남위례,Jun-22,156553
1698,9,4126,언주,Jun-22,50032
1699,9,4127,선정릉,Jun-22,44927
1700,9,4128,삼성중앙,Jun-22,36482
1701,9,4129,봉은사,Jun-22,86863
1702,9,4130,종합운동장(9),Jun-22,20012
1703,9,4131,삼전,Jun-22,45961
1704,9,4132,석촌고분,Jun-22,38963
1705,9,4133,석촌(9),Jun-22,48919
1706,9,4134,송파나루,Jun-22,41365
1707,9,4135,한성백제,Jun-22,21823
1708,9,4136,올림픽공원(9),Jun-22,41191
1709,9,4137,둔촌오륜,Jun-22,10223
1710,9,4138,중앙보훈병원,Jun-22,57423
1711,1,150,서울역(1),Jul-22,1339173
1712,1,151,시청(1),Jul-22,657393
1713,1,152,종각,Jul-22,985824
1714,1,153,종로3가(1),Jul-22,698755
1715,1,154,종로5가,Jul-22,642341
1716,1,155,동대문(1),Jul-22,319821
1717,1,156,신설동(1),Jul-22,377013
1718,1,157,제기동,Jul-22,496234
1719,1,158,청량리,Jul-22,580513
1720,1,159,동묘앞(1),Jul-22,280351
1721,2,201,시청(2),Jul-22,613806
1722,2,202,을지로입구,Jul-22,1162098
1723,2,203,을지로3가(2),Jul-22,642165
1724,2,204,을지로4가(2),Jul-22,354374
1725,2,205,동대문역사문화공원(2),Jul-22,449881
1726,2,206,신당(2),Jul-22,414353
1727,2,207,상왕십리,Jul-22,388093
1728,2,208,왕십리(2),Jul-22,402038
1729,2,209,한양대,Jul-22,221713
1730,2,210,뚝섬,Jul-22,666113
1731,2,211,성수,Jul-22,1138953
1732,2,212,건대입구(2),Jul-22,1152266
1733,2,213,구의,Jul-22,645827
1734,2,214,강변,Jul-22,926268
1735,2,215,잠실나루,Jul-22,382146
1736,2,216,잠실(2),Jul-22,2212989
1737,2,217,잠실새내,Jul-22,644824
1738,2,218,종합운동장(2),Jul-22,452319
1739,2,219,삼성,Jul-22,1590363
1740,2,220,선릉,Jul-22,1337009
1741,2,221,역삼,Jul-22,1520948
1742,2,222,강남,Jul-22,2333099
1743,2,223,교대(2),Jul-22,1025284
1744,2,224,서초,Jul-22,577848
1745,2,225,방배,Jul-22,458127
1746,2,226,사당(2),Jul-22,1242380
1747,2,227,낙성대,Jul-22,764617
1748,2,228,서울대입구,Jul-22,1319764
1749,2,229,봉천,Jul-22,630723
1750,2,230,신림,Jul-22,1632136
1751,2,231,신대방,Jul-22,711055
1752,2,232,구로디지털단지,Jul-22,1607975
1753,2,233,대림(2),Jul-22,705700
1754,2,234,신도림,Jul-22,1381249
1755,2,235,문래,Jul-22,617511
1756,2,236,영등포구청(2),Jul-22,607199
1757,2,237,당산,Jul-22,581884
1758,2,238,합정(2),Jul-22,1024271
1759,2,239,홍대입구,Jul-22,2042916
1760,2,240,신촌,Jul-22,1068373
1761,2,241,이대,Jul-22,413626
1762,2,242,아현,Jul-22,280520
1763,2,243,충정로(2),Jul-22,285558
1764,2,244,용답,Jul-22,79805
1765,2,245,신답,Jul-22,53509
1766,2,246,신설동(2),Jul-22,107914
1767,2,247,도림천,Jul-22,39999
1768,2,248,양천구청,Jul-22,197492
1769,2,249,신정네거리,Jul-22,299890
1770,2,250,용두,Jul-22,67609
1771,3,309,지축,Jul-22,140231
1772,3,310,구파발,Jul-22,599929
1773,3,311,연신내(3),Jul-22,983093
1774,3,312,불광(3),Jul-22,501410
1775,3,313,녹번,Jul-22,382406
1776,3,314,홍제,Jul-22,462977
1777,3,315,무악재,Jul-22,111111
1778,3,316,독립문,Jul-22,206841
1779,3,317,경복궁,Jul-22,637924
1780,3,318,안국,Jul-22,663799
1781,3,319,종로3가(3),Jul-22,337790
1782,3,320,을지로3가(3),Jul-22,292688
1783,3,322,동대입구,Jul-22,258106
1784,3,323,약수(3),Jul-22,352964
1785,3,324,금호,Jul-22,206441
1786,3,325,옥수,Jul-22,267047
1787,3,326,압구정,Jul-22,986301
1788,3,327,신사,Jul-22,876548
1789,3,328,잠원,Jul-22,132343
1790,3,329,고속터미널(3),Jul-22,1402838
1791,3,330,교대(3),Jul-22,250660
1792,3,331,남부터미널,Jul-22,849472
1793,3,332,양재,Jul-22,1088254
1794,3,333,매봉,Jul-22,323994
1795,3,334,도곡,Jul-22,145659
1796,3,335,대치,Jul-22,329530
1797,3,336,학여울,Jul-22,68785
1798,3,337,대청,Jul-22,259263
1799,3,338,일원,Jul-22,271635
1800,3,339,수서,Jul-22,517473
1801,3,340,가락시장(3),Jul-22,240833
1802,3,341,경찰병원,Jul-22,198008
1803,3,342,오금(3),Jul-22,155402
1804,4,409,당고개,Jul-22,240494
1805,4,410,상계,Jul-22,498854
1806,4,411,노원(4),Jul-22,615137
1807,4,412,창동,Jul-22,769864
1808,4,413,쌍문,Jul-22,743078
1809,4,414,수유,Jul-22,953496
1810,4,415,미아,Jul-22,395194
1811,4,416,미아사거리,Jul-22,756501
1812,4,417,길음,Jul-22,558777
1813,4,418,성신여대입구,Jul-22,551568
1814,4,419,한성대입구,Jul-22,362841
1815,4,420,혜화,Jul-22,1010074
1816,4,421,동대문(4),Jul-22,561335
1817,4,422,동대문역사문화공원(4),Jul-22,402814
1818,4,423,충무로(4),Jul-22,713775
1819,4,424,명동,Jul-22,614573
1820,4,425,회현,Jul-22,704279
1821,4,426,서울역(4),Jul-22,542166
1822,4,427,숙대입구,Jul-22,363744
1823,4,428,삼각지(4),Jul-22,177118
1824,4,429,신용산,Jul-22,527737
1825,4,430,이촌,Jul-22,299558
1826,4,431,동작,Jul-22,59728
1827,4,432,이수(총신대입구),Jul-22,583202
1828,4,433,사당(4),Jul-22,644640
1829,4,434,남태령,Jul-22,33571
1830,5,2511,방화,Jul-22,185674
1831,5,2512,개화산,Jul-22,152171
1832,5,2513,김포공항(5),Jul-22,248678
1833,5,2514,송정,Jul-22,175451
1834,5,2515,마곡,Jul-22,291572
1835,5,2516,발산,Jul-22,597085
1836,5,2517,우장산,Jul-22,399798
1837,5,2518,화곡,Jul-22,740909
1838,5,2519,까치산(5),Jul-22,772461
1839,5,2520,신정,Jul-22,315925
1840,5,2521,목동,Jul-22,490040
1841,5,2522,오목교,Jul-22,658945
1842,5,2523,양평(5),Jul-22,197208
1843,5,2524,영등포구청(5),Jul-22,113877
1844,5,2525,영등포시장,Jul-22,303708
1845,5,2526,신길(5),Jul-22,126003
1846,5,2527,여의도(5),Jul-22,803491
1847,5,2528,여의나루,Jul-22,405137
1848,5,2529,마포,Jul-22,391557
1849,5,2530,공덕(5),Jul-22,401247
1850,5,2531,애오개,Jul-22,183226
1851,5,2532,충정로(5),Jul-22,118368
1852,5,2533,서대문,Jul-22,501399
1853,5,2534,광화문,Jul-22,881792
1854,5,2535,종로3가(5),Jul-22,389269
1855,5,2536,을지로4가(5),Jul-22,167237
1856,5,2537,동대문역사문화공원(5),Jul-22,92502
1857,5,2538,청구(5),Jul-22,100359
1858,5,2539,신금호,Jul-22,183985
1859,5,2540,행당,Jul-22,202227
1860,5,2541,왕십리(5),Jul-22,154166
1861,5,2542,마장,Jul-22,146247
1862,5,2543,답십리,Jul-22,418678
1863,5,2544,장한평,Jul-22,512507
1864,5,2545,군자(5),Jul-22,349903
1865,5,2546,아차산,Jul-22,399590
1866,5,2547,광나루,Jul-22,349201
1867,5,2548,천호(5),Jul-22,542566
1868,5,2549,강동,Jul-22,501278
1869,5,2550,길동,Jul-22,236597
1870,5,2551,굽은다리,Jul-22,269131
1871,5,2552,명일,Jul-22,253296
1872,5,2553,고덕,Jul-22,269802
1873,5,2554,상일동,Jul-22,384501
1874,5,2555,둔촌동,Jul-22,231281
1875,5,2556,올림픽공원(5),Jul-22,105524
1876,5,2557,방이,Jul-22,207263
1877,5,2558,오금(5),Jul-22,100322
1878,5,2559,개롱,Jul-22,188195
1879,5,2560,거여,Jul-22,268754
1880,5,2561,마천,Jul-22,196588
1881,5,2562,강일,Jul-22,123178
1882,5,2563,미사,Jul-22,475157
1883,5,2564,하남풍산,Jul-22,119793
1884,5,2565,하남시청,Jul-22,197533
1885,5,2566,하남검단산,Jul-22,176265
1886,6,2611,응암,Jul-22,487737
1887,6,2612,역촌,Jul-22,119410
1888,6,2613,불광(6),Jul-22,129745
1889,6,2614,독바위,Jul-22,84889
1890,6,2616,구산,Jul-22,166245
1891,6,2617,새절,Jul-22,325662
1892,6,2618,증산,Jul-22,277635
1893,6,2619,디지털미디어시티(6),Jul-22,427459
1894,6,2620,월드컵경기장,Jul-22,195218
1895,6,2621,마포구청,Jul-22,360469
1896,6,2622,망원,Jul-22,441648
1897,6,2623,합정(6),Jul-22,399449
1898,6,2624,상수,Jul-22,315410
1899,6,2625,광흥창,Jul-22,243915
1900,6,2626,대흥,Jul-22,242358
1901,6,2627,공덕(6),Jul-22,483207
1902,6,2628,효창공원앞,Jul-22,175231
1903,6,2629,삼각지(6),Jul-22,176062
1904,6,2630,녹사평,Jul-22,158517
1905,6,2631,이태원,Jul-22,416099
1906,6,2632,한강진,Jul-22,307222
1907,6,2633,버티고개,Jul-22,60570
1908,6,2634,약수(6),Jul-22,103416
1909,6,2635,청구(6),Jul-22,103665
1910,6,2636,신당(6),Jul-22,234302
1911,6,2637,동묘앞(6),Jul-22,238488
1912,6,2638,창신,Jul-22,79498
1913,6,2639,보문,Jul-22,194213
1914,6,2640,안암,Jul-22,291218
1915,6,2641,고려대,Jul-22,217389
1916,6,2642,월곡,Jul-22,313581
1917,6,2643,상월곡,Jul-22,157602
1918,6,2644,돌곶이,Jul-22,243411
1919,6,2645,석계(6),Jul-22,352416
1920,6,2646,태릉입구(6),Jul-22,169147
1921,6,2647,화랑대,Jul-22,247150
1922,6,2648,봉화산,Jul-22,237418
1923,7,2711,장암,Jul-22,34450
1924,7,2712,도봉산(7),Jul-22,303497
1925,7,2713,수락산,Jul-22,370323
1926,7,2714,마들,Jul-22,343027
1927,7,2715,노원(7),Jul-22,612315
1928,7,2716,중계,Jul-22,364085
1929,7,2717,하계,Jul-22,468551
1930,7,2718,공릉,Jul-22,329524
1931,7,2719,태릉입구(7),Jul-22,230114
1932,7,2720,먹골,Jul-22,282726
1933,7,2721,중화,Jul-22,292849
1934,7,2722,상봉(7),Jul-22,458421
1935,7,2723,면목,Jul-22,406122
1936,7,2724,사가정,Jul-22,445988
1937,7,2725,용마산,Jul-22,165938
1938,7,2726,중곡,Jul-22,282798
1939,7,2727,군자(7),Jul-22,337465
1940,7,2728,어린이대공원,Jul-22,364510
1941,7,2729,건대입구(7),Jul-22,396118
1942,7,2730,뚝섬유원지,Jul-22,257558
1943,7,2731,청담,Jul-22,590370
1944,7,2732,강남구청,Jul-22,492488
1945,7,2733,학동,Jul-22,656033
1946,7,2734,논현,Jul-22,531954
1947,7,2735,반포,Jul-22,167727
1948,7,2736,고속터미널(7),Jul-22,403141
1949,7,2737,내방,Jul-22,401802
1950,7,2738,이수(7),Jul-22,456751
1951,7,2739,남성,Jul-22,289646
1952,7,2740,숭실대입구,Jul-22,335144
1953,7,2741,상도,Jul-22,294384
1954,7,2742,장승배기,Jul-22,253122
1955,7,2743,신대방삼거리,Jul-22,407965
1956,7,2744,보라매,Jul-22,219932
1957,7,2745,신풍,Jul-22,322633
1958,7,2746,대림(7),Jul-22,253744
1959,7,2747,남구로,Jul-22,441463
1960,7,2748,가산디지털단지(7),Jul-22,1116312
1961,7,2749,철산,Jul-22,606458
1962,7,2750,광명사거리,Jul-22,612771
1963,7,2751,천왕,Jul-22,301409
1964,7,2752,온수(7),Jul-22,253912
1965,8,2811,암사,Jul-22,465069
1966,8,2812,천호(8),Jul-22,491745
1967,8,2813,강동구청,Jul-22,291773
1968,8,2814,몽촌토성,Jul-22,177035
1969,8,2815,잠실(8),Jul-22,540336
1970,8,2816,석촌(8),Jul-22,253034
1971,8,2817,송파,Jul-22,242937
1972,8,2818,가락시장(8),Jul-22,234184
1973,8,2819,문정,Jul-22,581659
1974,8,2820,장지,Jul-22,469845
1975,8,2821,복정(8),Jul-22,218906
1976,8,2822,산성,Jul-22,151423
1977,8,2823,남한산성입구,Jul-22,336976
1978,8,2824,단대오거리,Jul-22,286365
1979,8,2825,신흥,Jul-22,136652
1980,8,2826,수진,Jul-22,142545
1981,8,2827,모란(8),Jul-22,112502
1982,8,2828,남위례,Jul-22,157064
1983,9,4126,언주,Jul-22,52199
1984,9,4127,선정릉,Jul-22,47490
1985,9,4128,삼성중앙,Jul-22,38546
1986,9,4129,봉은사,Jul-22,95218
1987,9,4130,종합운동장(9),Jul-22,21176
1988,9,4131,삼전,Jul-22,48132
1989,9,4132,석촌고분,Jul-22,40988
1990,9,4133,석촌(9),Jul-22,50904
1991,9,4134,송파나루,Jul-22,44038
1992,9,4135,한성백제,Jul-22,21930
1993,9,4136,올림픽공원(9),Jul-22,40569
1994,9,4137,둔촌오륜,Jul-22,10236
1995,9,4138,중앙보훈병원,Jul-22,58910
1996,1,150,서울역(1),Aug-22,1308757
1997,1,151,시청(1),Aug-22,649885
1998,1,152,종각,Aug-22,963022
1999,1,153,종로3가(1),Aug-22,661307
2000,1,154,종로5가,Aug-22,616993
2001,1,155,동대문(1),Aug-22,295307
2002,1,156,신설동(1),Aug-22,358114
2003,1,157,제기동,Aug-22,493439
2004,1,158,청량리,Aug-22,566099
2005,1,159,동묘앞(1),Aug-22,261286
2006,2,201,시청(2),Aug-22,597267
2007,2,202,을지로입구,Aug-22,1147831
2008,2,203,을지로3가(2),Aug-22,623713
2009,2,204,을지로4가(2),Aug-22,351501
2010,2,205,동대문역사문화공원(2),Aug-22,424713
2011,2,206,신당(2),Aug-22,403278
2012,2,207,상왕십리,Aug-22,376537
2013,2,208,왕십리(2),Aug-22,383640
2014,2,209,한양대,Aug-22,202956
