"객체id","현황도형 관리번호","도형 대분류코드","도형 중분류코드","도형 소분류코드","도형 속성코드","도형 조서관리 코드","결정고시관리코드","라벨명","시군구코드","도면번호","현황도형 생성일시","면적(도형)","길이(도형)"
"166362","11000UQ111PS201912154282","UQA100","UQA130"," ","UQA130","11000ARZ201005074979","11000NTC201004274829","준주거지역","11000"," ","2020-07-17 00:00:00.0","43487.27232218","1763.10202290"
"166363","11000UQ111PS202007196869","UQA100","UQA110","UQA111","UQA111","11000ARZ000000001111"," ","제1종전용주거지역","11000"," ","2020-07-19 00:00:00.0","55757.96020362","2968.33925261"
"166364","11000UQ111PS201912153614","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","99520.41119906","3029.21710265"
"166365","11000UQ111PS201912156340","UQA400","UQA430"," ","UQA430","11000ARZ000000001111"," ","자연녹지지역","11000"," ","2019-12-15 00:00:00.0","13532.11876362","468.53682722"
"166366","11000UQ111PS201912156232","UQA300","UQA330"," ","UQA330","11000ARZ000000001111"," ","준공업지역","11000"," ","2019-12-15 00:00:00.0","2038220.67351353","6586.61624450"
"166367","11000UQ111PS201912156202","UQA300","UQA330"," ","UQA330","11000ARZ201706015666","11000NTC201612017952","중공업지역","11000"," ","2019-12-15 00:00:00.0","272457.70683000","2946.71558552"
"166368","11000UQ111PS201912156230","UQA300","UQA330"," ","UQA330","11000ARZ201003265628","11000NTC201002114512","준공업지역","11000"," ","2019-12-15 00:00:00.0","3906.69405566","489.61199442"
"166401","11000UQ111PS201912156116","UQA200","UQA220"," ","UQA220","11000ARZ200911175330","11000NTC200805291982","일반상업지역","11000"," ","2019-12-15 00:00:00.0","22369.65420661","1153.96619915"
"166402","11000UQ111PS201912156118","UQA200","UQA220"," ","UQA220","11000ARZ000000001111"," ","일반상업지역","11000"," ","2019-12-15 00:00:00.0","6521.01028787","947.18048573"
"166403","11000UQ111PS201912156119","UQA200","UQA220"," ","UQA220","11000ARZ201203205421","11000NTC201203156440","일반상업지역","11000"," ","2019-12-15 00:00:00.0","5879.61522550","297.89436148"
"166404","11000UQ111PS201912156120","UQA200","UQA220"," ","UQA220","11000ARZ201704065500","11000NTC201704068074","일반상업지역","11000"," ","2019-12-15 00:00:00.0","3279.48745088","231.12999344"
"166405","11000UQ111PS201912156045","UQA200","UQA220"," ","UQA220","11000ARZ000000001111"," ","일반상업지역","11000"," ","2019-12-15 00:00:00.0","2252.73760607","391.00228963"
"166406","11000UQ111PS201912155799","UQA200","UQA220"," ","UQA220","11000ARZ199606030215","11000NTC199606036077","일반상업지역","11000"," ","2019-12-15 00:00:00.0","63837.65854318","2586.20838925"
"166407","11000UQ111PS201912156183","UQA200","UQA220"," ","UQA220","11000ARZ200011040419","11000NTC200011049975","일반상업지역","11000"," ","2019-12-15 00:00:00.0","20713.77812357","713.35272054"
"166408","11000UQ111PS201912156184","UQA200","UQA220"," ","UQA220","11000ARZ201908200004","11000NTC201908011026","일반상업지역","11000"," ","2019-12-15 00:00:00.0","5805.10326106","319.93544696"
"166409","11000UQ111PS201912156188","UQA200","UQA220"," ","UQA220","11000ARZ201910040126","11000NTC201909261132","일반상업지역","11000"," ","2019-12-15 00:00:00.0","1613.43539145","168.84955886"
"166410","11000UQ111PS201912156023","UQA200","UQA220"," ","UQA220","11000ARZ000000001111"," ","일반상업지역","11000"," ","2019-12-15 00:00:00.0","9604.86326453","1567.21546408"
"166411","11000UQ111PS201912155970","UQA200","UQA220"," ","UQA220","11000ARZ000000001111"," ","일반상업지역","11000"," ","2019-12-15 00:00:00.0","202.69502728","61.14765370"
"166412","11000UQ111PS201912155971","UQA200","UQA220"," ","UQA220","11000ARZ000000001111"," ","일반상업지역","11000"," ","2019-12-15 00:00:00.0","897.35065385","165.38907252"
"166413","11000UQ111PS201912155972","UQA200","UQA220"," ","UQA220","11000ARZ000000001111"," ","일반상업지역","11000"," ","2019-12-15 00:00:00.0","1214.40862612","145.58546777"
"166414","11000UQ111PS201912155973","UQA200","UQA220"," ","UQA220","11000ARZ000000001111"," ","일반상업지역","11000"," ","2019-12-15 00:00:00.0","1131.53892880","211.09854978"
"166415","11000UQ111PS201912155999","UQA200","UQA220"," ","UQA220","11000ARZ000000001111"," ","일반상업지역","11000"," ","2019-12-15 00:00:00.0","153910.45889997","3108.87101483"
"166416","11000UQ111PS201912155821","UQA200","UQA220"," ","UQA220","11000ARZ201805165559","11000NTC201802228383","일반상업지역","11000"," ","2019-12-15 00:00:00.0","1515.46024477","358.91432094"
"166417","11000UQ111PS201912154516","UQA100","UQA130"," ","UQA130","11000ARZ200910204900","11000NTC200711291620","준주거지역","11000"," ","2019-12-15 00:00:00.0","31143.00971978","2423.26370040"
"166418","11000UQ111PS201912154243","UQA100","UQA130"," ","UQA130","11000ARZ199409260116","11000NTC199409264771","준주거지역","11000"," ","2019-12-15 00:00:00.0","0.00341802","2.47420148"
"166419","11000UQ111PS201912155161","UQA100","UQA130"," ","UQA130","11000ARZ200206201158","11000NTC200206202714","준주거지역","11000"," ","2019-12-15 00:00:00.0","161550.51305261","2828.13172125"
"166420","11000UQ111PS202007126955","UQA999"," "," ","UQA999","11000ARZ000000001111"," ","기타 도시지역","11000"," ","2020-07-12 00:00:00.0","3363.14552201","482.71903755"
"166421","11000UQ111PS202007126970","UQA999"," "," ","UQA999","11000ARZ000000001111"," ","기타 도시지역","11000"," ","2020-07-12 00:00:00.0","4.49596220","54.27494734"
"166422","11000UQ111PS202007126973","UQA999"," "," ","UQA999","11000ARZ000000001111"," ","기타 도시지역","11000"," ","2020-07-12 00:00:00.0","3.18094815","28.67354310"
"166423","11000UQ111PS202007126974","UQA999"," "," ","UQA999","11000ARZ000000001111"," ","기타 도시지역","11000"," ","2020-07-12 00:00:00.0","1.49225034","78.42416906"
"166424","11000UQ111PS202007126980","UQA999"," "," ","UQA999","11000ARZ000000001111"," ","기타 도시지역","11000"," ","2020-07-12 00:00:00.0","1.07969072","47.42299011"
"166425","11000UQ111PS202007126981","UQA999"," "," ","UQA999","11000ARZ000000001111"," ","기타 도시지역","11000"," ","2020-07-12 00:00:00.0","3.30856691","77.96787310"
"166426","11000UQ111PS202007126986","UQA999"," "," ","UQA999","11000ARZ000000001111"," ","기타 도시지역","11000"," ","2020-07-12 00:00:00.0","2010.95830214","217.04202268"
"166427","11000UQ111PS202007126989","UQA999"," "," ","UQA999","11000ARZ000000001111"," ","기타 도시지역","11000"," ","2020-07-12 00:00:00.0","16.60255363","166.64647169"
"166428","11000UQ111PS202007126994","UQA999"," "," ","UQA999","11000ARZ000000001111"," ","기타 도시지역","11000"," ","2020-07-12 00:00:00.0","587.52270931","352.51873474"
"166429","11000UQ111PS202007126995","UQA999"," "," ","UQA999","11000ARZ000000001111"," ","기타 도시지역","11000"," ","2020-07-12 00:00:00.0","6.43775809","27.08728748"
"166430","11000UQ111PS202007126996","UQA999"," "," ","UQA999","11000ARZ000000001111"," ","기타 도시지역","11000"," ","2020-07-12 00:00:00.0","1559.34946274","447.35809749"
"166431","11000UQ111PS202007126997","UQA999"," "," ","UQA999","11000ARZ000000001111"," ","기타 도시지역","11000"," ","2020-07-12 00:00:00.0","53.99532986","93.16026250"
"166432","11000UQ111PS202007127003","UQA999"," "," ","UQA999","11000ARZ000000001111"," ","기타 도시지역","11000"," ","2020-07-12 00:00:00.0","3.39935297","58.72198612"
"166433","11000UQ111PS202007126937","UQA999"," "," ","UQA999","11000ARZ000000001111"," ","기타 도시지역","11000"," ","2020-07-12 00:00:00.0","3.11974500","17.63202951"
"166434","11000UQ111PS202007126938","UQA999"," "," ","UQA999","11000ARZ000000001111"," ","기타 도시지역","11000"," ","2020-07-12 00:00:00.0","4314.49378836","414.23793262"
"166435","11000UQ111PS202007126939","UQA999"," "," ","UQA999","11000ARZ000000001111"," ","기타 도시지역","11000"," ","2020-07-12 00:00:00.0","2.26119997","71.86527292"
"166436","11000UQ111PS202007126940","UQA999"," "," ","UQA999","11000ARZ000000001111"," ","기타 도시지역","11000"," ","2020-07-12 00:00:00.0","53.54045478","194.29450503"
"166437","11000UQ111PS202007126941","UQA999"," "," ","UQA999","11000ARZ000000001111"," ","기타 도시지역","11000"," ","2020-07-12 00:00:00.0","1.70179907","18.12521647"
"166438","11000UQ111PS201912155399","UQA100","UQA130"," ","UQA130","11000ARZ000000001111"," ","준주거지역","11000"," ","2019-12-15 00:00:00.0","1670.97906194","247.53814764"
"166439","11000UQ111PS201912155745","UQA100","UQA130"," ","UQA130","11000ARZ201901060021","11000NTC201901061530","준주거지역","11000"," ","2019-12-15 00:00:00.0","545.76329350","236.56555671"
"166440","11000UQ111PS201912155746","UQA100","UQA130"," ","UQA130","11000ARZ201904040155","11000NTC201904043290","준주거지역","11000"," ","2019-12-15 00:00:00.0","8361.60963585","426.74256041"
"166441","11000UQ111PS202007126908","UQA999"," "," ","UQA999","11000ARZ000000001111"," ","기타 도시지역","11000"," ","2020-07-12 00:00:00.0","12.31500040","18.85037464"
"166442","11000UQ111PS202007126910","UQA999"," "," ","UQA999","11000ARZ000000001111"," ","기타 도시지역","11000"," ","2020-07-12 00:00:00.0","862.46076247","308.79702860"
"166443","11000UQ111PS202007126914","UQA999"," "," ","UQA999","11000ARZ000000001111"," ","기타 도시지역","11000"," ","2020-07-12 00:00:00.0","35.71970983","129.34224817"
"166444","11000UQ111PS202007126916","UQA999"," "," ","UQA999","11000ARZ000000001111"," ","기타 도시지역","11000"," ","2020-07-12 00:00:00.0","43.73448529","143.75771712"
"166445","11000UQ111PS202007126917","UQA999"," "," ","UQA999","11000ARZ000000001111"," ","기타 도시지역","11000"," ","2020-07-12 00:00:00.0","1.14456894","13.15225290"
"166446","11000UQ111PS202007126918","UQA999"," "," ","UQA999","11000ARZ000000001111"," ","기타 도시지역","11000"," ","2020-07-12 00:00:00.0","82.82831156","88.06344072"
"166447","11000UQ111PS202007126920","UQA999"," "," ","UQA999","11000ARZ000000001111"," ","기타 도시지역","11000"," ","2020-07-12 00:00:00.0","1.27813141","40.50952092"
"166448","11000UQ111PS201912156425","UQA400","UQA430"," ","UQA430","11000ARZ000000001111"," ","자연녹지지역","11000"," ","2019-12-15 00:00:00.0","219894.57314040","3022.51575845"
"166449","11000UQ111PS202002030006","UQA400","UQA430"," ","UQA430","11000ARZ202001280013","11000NTC202001280023","자연녹지지역","11000"," ","2020-02-03 00:00:00.0","706482.67410748","5139.53621777"
"166450","11000UQ111PS201912156408","UQA400","UQA430"," ","UQA430","11000ARZ000000001111"," ","자연녹지지역","11000"," ","2019-12-15 00:00:00.0","48159.66371153","2751.82802040"
"166451","11000UQ111PS201912156409","UQA400","UQA430"," ","UQA430","11000ARZ000000001111"," ","자연녹지지역","11000"," ","2019-12-15 00:00:00.0","4237854.52363012","21911.14453681"
"166452","11000UQ111PS201912156411","UQA400","UQA430"," ","UQA430","11000ARZ000000001111"," ","자연녹지지역","11000"," ","2019-12-15 00:00:00.0","971.47148748","233.92520742"
"166453","11000UQ111PS201912156412","UQA400","UQA430"," ","UQA430","11000ARZ000000001111"," ","자연녹지지역","11000"," ","2019-12-15 00:00:00.0","34646.77735696","765.00259318"
"166454","11000UQ111PS201912156413","UQA400","UQA430"," ","UQA430","11000ARZ000000001111"," ","자연녹지지역","11000"," ","2019-12-15 00:00:00.0","17946.24582934","650.75003874"
"166455","11000UQ111PS202007070002","UQA100","UQA130"," ","UQA130","11680ARZ202007060002","11000NTC202007060008","준주거지역","11000"," ","2020-07-07 00:00:00.0","54202.26592767","1613.62592438"
"166456","11000UQ111PS201905210158","UQA100","UQA130"," ","UQA130","11000ARZ201706125203","11000NTC201611107933","준주거지역","11000"," ","2019-10-07 00:00:00.0","129981.48384933","6138.26846683"
"166457","11000UQ111PS201912156031","UQA200","UQA220"," ","UQA220","11000ARZ000000001111"," ","일반상업지역","11000"," ","2019-12-15 00:00:00.0","22807.72784711","1094.01785291"
"166458","11000UQ111PS201912156034","UQA200","UQA220"," ","UQA220","11000ARZ200911275360","11000NTC200906183489","일반상업지역","11000"," ","2019-12-15 00:00:00.0","243454.33133214","2711.75491342"
"166459","11000UQ111PS201912156014","UQA200","UQA220"," ","UQA220","11000ARZ000000001111"," ","일반상업지역","11000"," ","2019-12-15 00:00:00.0","12959.73448555","2236.25344552"
"166460","11000UQ111PS201912156015","UQA200","UQA220"," ","UQA220","11000ARZ000000001111"," ","일반상업지역","11000"," ","2019-12-15 00:00:00.0","10989.60077018","1871.81126565"
"166461","11000UQ111PS201912155831","UQA200","UQA220"," ","UQA220","11000ARZ000000001111"," ","일반상업지역","11000"," ","2019-12-15 00:00:00.0","3185.84396304","637.07726226"
"166462","11000UQ111PS201912156037","UQA200","UQA220"," ","UQA220","11000ARZ000000001111"," ","일반상업지역","11000"," ","2019-12-15 00:00:00.0","14263.97250967","2224.01300840"
"166463","11000UQ111PS201912155983","UQA200","UQA220"," ","UQA220","11000ARZ000000001111"," ","일반상업지역","11000"," ","2019-12-15 00:00:00.0","160346.19947329","2205.34271621"
"166464","11000UQ111PS201912155984","UQA200","UQA220"," ","UQA220","11000ARZ000000001111"," ","일반상업지역","11000"," ","2019-12-15 00:00:00.0","148814.97501556","1996.66895104"
"166465","11000UQ111PS201912155060","UQA100","UQA130"," ","UQA130","11000ARZ201807025286","11000NTC201806219579","준주거지역","11000"," ","2019-12-15 00:00:00.0","13313.40924139","639.58101757"
"166466","11000UQ111PS201912154570","UQA100","UQA130"," ","UQA130","11000ARZ201710165224","11000NTC201709288291","준주거지역","11000"," ","2019-12-15 00:00:00.0","36799.47940441","1813.40200485"
"166467","11000UQ111PS201912154572","UQA100","UQA130"," ","UQA130","11000ARZ000000001111"," ","준주거지역","11000"," ","2019-12-15 00:00:00.0","15040.88050307","1036.66440821"
"166468","11000UQ111PS201912155083","UQA100","UQA130"," ","UQA130","11000ARZ201004054973","11000NTC201004014713","준주거지역","11000"," ","2019-12-15 00:00:00.0","16375.54016425","513.10048095"
"166469","11000UQ111PS201912154766","UQA100","UQA130"," ","UQA130","11000ARZ199603110169","11000NTC199603115875","준주거지역","11000"," ","2019-12-15 00:00:00.0","55802.62561791","1039.56920944"
"166470","11000UQ111PS201912154176","UQA100","UQA130"," ","UQA130","11000ARZ000000001111"," ","준주거지역","11000"," ","2019-12-15 00:00:00.0","23652.31184696","1908.97178582"
"166471","11000UQ111PS201912156234","UQA300","UQA330"," ","UQA330","11000ARZ000000001111"," ","준공업지역","11000"," ","2019-12-15 00:00:00.0","589895.20011324","3114.93045919"
"166472","11000UQ111PS201912156235","UQA300","UQA330"," ","UQA330","11000ARZ000000001111"," ","준공업지역","11000"," ","2019-12-15 00:00:00.0","25314.98121634","644.32984737"
"166473","11000UQ111PS201912156237","UQA300","UQA330"," ","UQA330","11000ARZ000000001111"," ","준공업지역","11000"," ","2019-12-15 00:00:00.0","615470.13377498","4816.60299899"
"166474","11000UQ111PS201912156224","UQA300","UQA330"," ","UQA330","11000ARZ201309105644","11000NTC201308226916","준공업지역","11000"," ","2019-12-15 00:00:00.0","4097732.12429106","19297.41704875"
"166475","11000UQ111PS201912156349","UQA400","UQA430"," ","UQA430","11000ARZ200004040394","11000NTC200004049482","자연녹지지역","11000"," ","2019-12-15 00:00:00.0","108951.76693200","1727.44535279"
"166476","11000UQ111PS201912156350","UQA400","UQA430"," ","UQA430","11000ARZ201904050161","11000NTC201904053330","자연녹지지역","11000"," ","2019-12-15 00:00:00.0","3347.56116290","257.31968141"
"166477","11000UQ111PS201912156351","UQA400","UQA430"," ","UQA430","11000ARZ000000001111"," ","자연녹지지역","11000"," ","2019-12-15 00:00:00.0","6586.55546198","374.10458466"
"166478","11000UQ111PS201912156352","UQA400","UQA430"," ","UQA430","11000ARZ000000001111"," ","자연녹지지역","11000"," ","2019-12-15 00:00:00.0","1485.71418162","424.21719449"
"166479","11000UQ111PS201912156361","UQA400","UQA430"," ","UQA430","11000ARZ000000001111"," ","자연녹지지역","11000"," ","2019-12-15 00:00:00.0","715236.86882012","13525.75094761"
"166480","11000UQ111PS202007126670","UQA300","UQA330"," ","UQA330","11000ARZ000000001111"," ","준주거지역","11000"," ","2020-07-12 00:00:00.0","1094.19836144","130.44076534"
"166481","11000UQ111PS202007126759","UQA300","UQA330"," ","UQA330","11000ARZ000000001111"," ","준공업지역","11000"," ","2020-07-12 00:00:00.0","14.55047855","54.52291992"
"166482","11000UQ111PS202007126763","UQA300","UQA330"," ","UQA330","11000ARZ000000001111"," ","준공업지역","11000"," ","2020-07-12 00:00:00.0","149.49114592","104.31748782"
"166483","11000UQ111PS201912156356","UQA400","UQA410"," ","UQA410","11000ARZ199606100211","11000NTC199606106098","보전녹지지역","11000"," ","2019-12-15 00:00:00.0","72601.88153244","1422.37143285"
"166484","11000UQ111PS201912156301","UQA400","UQA420"," ","UQA420","11000ARZ000000001111"," ","생산녹지지역","11000"," ","2019-12-15 00:00:00.0","11.51881183","121.90416322"
"166485","11000UQ111PS201912156310","UQA400","UQA420"," ","UQA420","11000ARZ000000001111"," ","생산녹지지역","11000"," ","2019-12-15 00:00:00.0","135444.77852862","1970.30032311"
"166486","11000UQ111PS201912156326","UQA400","UQA420"," ","UQA420","11000ARZ000000001111"," ","생산녹지지역","11000"," ","2019-12-15 00:00:00.0","63.00058557","269.83293433"
"166487","11000UQ111PS201912156233","UQA300","UQA330"," ","UQA330","11000ARZ000000001111"," ","준공업지역","11000"," ","2019-12-15 00:00:00.0","17593.40187887","1632.88223584"
"166488","11000UQ111PS201912154294","UQA100","UQA130"," ","UQA130","11000ARZ200205081105","11000NTC200205082509","준주거지역","11000"," ","2019-12-15 00:00:00.0","56708.09123941","1175.24156177"
"166489","11000UQ111PS201912154956","UQA100","UQA130"," ","UQA130","11000ARZ200910224902","11000NTC200907233617","준주거지역","11000"," ","2019-12-15 00:00:00.0","21950.38084290","801.50017666"
"166490","11000UQ111PS201912154969","UQA100","UQA130"," ","UQA130","11000ARZ000000001111"," ","준주거지역","11000"," ","2019-12-15 00:00:00.0","120277.04386175","1632.74945279"
"166491","11000UQ111PS201912154420","UQA100","UQA130"," ","UQA130","11000ARZ199803180348","11000NTC199803187759","준주거지역","11000"," ","2019-12-15 00:00:00.0","26133.37790964","1405.85021340"
"166492","11000UQ111PS201912154338","UQA100","UQA130"," ","UQA130","11000ARZ200205151123","11000NTC200205152545","준주거지역","11000"," ","2019-12-15 00:00:00.0","9396.22848492","406.05406763"
"166493","11000UQ111PS201912155856","UQA200","UQA220"," ","UQA220","11000ARZ000000001111"," ","일반상업지역","11000"," ","2019-12-15 00:00:00.0","14537.86438236","2389.67886854"
"166494","11000UQ111PS201912155980","UQA200","UQA220"," ","UQA220","11000ARZ000000001111"," ","일반상업지역","11000"," ","2019-12-15 00:00:00.0","24625.78681443","806.27715549"
"166495","11000UQ111PS201912155982","UQA200","UQA220"," ","UQA220","11000ARZ000000001111"," ","일반상업지역","11000"," ","2019-12-15 00:00:00.0","926.38488788","276.24094794"
"166496","11000UQ111PS201912156353","UQA400","UQA430"," ","UQA430","11000ARZ000000001111"," ","자연녹지지역","11000"," ","2019-12-15 00:00:00.0","6061.22260145","369.27897685"
"166497","11000UQ111PS202007127262","UQA400","UQA430"," ","UQA430","11000ARZ000000001111"," ","자연녹지지역","11000"," ","2020-07-12 00:00:00.0","8743.27099842","3784.16186321"
"166498","11000UQ111PS202007127263","UQA400","UQA430"," ","UQA430","11000ARZ000000001111"," ","자연녹지지역","11000"," ","2020-07-12 00:00:00.0","186.91525888","402.00450206"
"166499","11000UQ111PS202007127270","UQA400","UQA430"," ","UQA430","11000ARZ000000001111"," ","자연녹지지역","11000"," ","2020-07-12 00:00:00.0","8.18314479","53.64080929"
"166500","11000UQ111PS202007127278","UQA400","UQA430"," ","UQA430","11000ARZ000000001111"," ","자연녹지지역","11000"," ","2020-07-12 00:00:00.0","101.01909612","393.16975130"
"166501","11000UQ111PS202007127279","UQA400","UQA430"," ","UQA430","11000ARZ000000001111"," ","자연녹지지역","11000"," ","2020-07-12 00:00:00.0","30.79388444","95.60652721"
"166502","11000UQ111PS201912154748","UQA100","UQA130"," ","UQA130","11000ARZ201411285129","11000NTC201408287285","준주거지역","11000"," ","2019-12-15 00:00:00.0","66477.11716068","2749.71944308"
"166503","11000UQ111PS201912154938","UQA100","UQA130"," ","UQA130","11000ARZ199701270505","11000NTC199701276668","준주거지역","11000"," ","2019-12-15 00:00:00.0","43908.24308300","2627.94647710"
"166504","11000UQ111PS201912155064","UQA100","UQA130"," ","UQA130","11000ARZ000000001111"," ","준주거지역","11000"," ","2019-12-15 00:00:00.0","1.29322046","63.47369115"
"166505","11000UQ111PS202007126651","UQA100","UQA130"," ","UQA130","11000ARZ000000001111"," ","준주거지역","11000"," ","2020-07-12 00:00:00.0","177.62343144","212.10687091"
"166506","11000UQ111PS202007126656","UQA100","UQA130"," ","UQA130","11000ARZ000000001111"," ","준주거지역","11000"," ","2020-07-12 00:00:00.0","1911.09404791","181.77856934"
"166507","11000UQ111PS202007126745","UQA100","UQA130"," ","UQA130","11000ARZ000000001111"," ","준주거지역","11000"," ","2020-07-12 00:00:00.0","1.03942237","4.74581044"
"166508","11000UQ111PS202007126784","UQA100","UQA130"," ","UQA130","11000ARZ000000001111"," ","준주거지역","11000"," ","2020-07-12 00:00:00.0","8.44745006","49.39239807"
"166509","11000UQ111PS202007126841","UQA100","UQA130"," ","UQA130","11000ARZ000000001111"," ","준주거지역","11000"," ","2020-07-12 00:00:00.0","1.23858724","21.62419826"
"166510","11000UQ111PS202007126843","UQA100","UQA130"," ","UQA130","11000ARZ000000001111"," ","준주거지역","11000"," ","2020-07-12 00:00:00.0","16.49543192","198.84128245"
"166511","11000UQ111PS202007127233","UQA400","UQA430"," ","UQA430","11000ARZ000000001111"," ","자연녹지지역","11000"," ","2020-07-12 00:00:00.0","100975.25524339","3440.35043075"
"166512","11000UQ111PS202007127241","UQA400","UQA430"," ","UQA430","11000ARZ000000001111"," ","자연녹지지역","11000"," ","2020-07-12 00:00:00.0","4.57296648","108.61184462"
"166513","11000UQ111PS202007127244","UQA400","UQA430"," ","UQA430","11000ARZ000000001111"," ","자연녹지지역","11000"," ","2020-07-12 00:00:00.0","33.79006985","38.27884054"
"166514","11000UQ111PS202007127257","UQA400","UQA430"," ","UQA430","11000ARZ000000001111"," ","자연녹지지역","11000"," ","2020-07-12 00:00:00.0","564.08928976","265.08669207"
"166515","11000UQ111PS202007127258","UQA400","UQA430"," ","UQA430","11000ARZ000000001111"," ","자연녹지지역","11000"," ","2020-07-12 00:00:00.0","4.15117599","13.34966533"
"166516","11000UQ111PS202007127218","UQA100","UQA130"," ","UQA130","11000ARZ000000001111"," ","준주거지역","11000"," ","2020-07-12 00:00:00.0","30.20680326","49.97229681"
"166517","11000UQ111PS202007127220","UQA100","UQA130"," ","UQA130","11000ARZ000000001111"," ","준주거지역","11000"," ","2020-07-12 00:00:00.0","33.24264981","41.08215429"
"166518","11000UQ111PS202007127243","UQA100","UQA130"," ","UQA130","11000ARZ000000001111"," ","준주거지역","11000"," ","2020-07-12 00:00:00.0","350.33900628","413.18878787"
"166519","11000UQ111PS202007127251","UQA100","UQA130"," ","UQA130","11000ARZ000000001111"," ","준주거지역","11000"," ","2020-07-12 00:00:00.0","65.45689967","250.21390840"
"166520","11000UQ111PS202007127253","UQA100","UQA130"," ","UQA130","11000ARZ000000001111"," ","준주거지역","11000"," ","2020-07-12 00:00:00.0","20.24704100","57.04434870"
"166521","11000UQ111PS202007127419","UQA100","UQA130"," ","UQA130","11000ARZ000000001111"," ","준주거지역","11000"," ","2020-07-12 00:00:00.0","1724.10233368","213.02716921"
"166522","11000UQ111PS201912156175","UQA200","UQA220"," ","UQA220","11000ARZ197411270795","11000NTC197411271319","상업지역","11000"," ","2019-12-15 00:00:00.0","33637.76425197","2870.40247333"
"166523","11000UQ111PS201912156194","UQA200","UQA220"," ","UQA220","11000ARZ000000001111"," ","일반상업지역","11000"," ","2019-12-15 00:00:00.0","5458.57560691","968.89054531"
"166524","11000UQ111PS201912155857","UQA200","UQA220"," ","UQA220","11000ARZ201208165431","11000NTC201202236419","일반상업지역","11000"," ","2019-12-15 00:00:00.0","159341.83858138","5378.83477282"
"166525","11140UQ111PS201906130015","UQA200","UQA220"," ","UQA220","11140ARZ201905010001","11140NTC201905010001","일반상업지역","11140"," ","2019-06-14 00:00:00.0","2425.24790609","194.24801653"
"166526","11000UQ111PS201910070167","UQA200","UQA220"," ","UQA220","11000ARZ201908120007","11230NTC201908120008","일반상업지역","11230"," ","2019-10-07 00:00:00.0","3089.36837063","613.12912689"
"166527","11140UQ111PS201906130143","UQA200","UQA220"," ","UQA220","11140ARZ201905010001","11140NTC201905010001","일반상업지역","11140"," ","2019-06-13 00:00:00.0","2425.24790609","194.24801653"
"166528","11140UQ111PS201910240147","UQA200","UQA220"," ","UQA220","11140ARZ201910070001","11140NTC201910070005","일반상업지역","11140"," ","2019-10-24 00:00:00.0","324.20374479","79.57809457"
"166529","11140UQ111PS201906130156","UQA200","UQA220"," ","UQA220","11140ARZ201905010001","11140NTC201905010001","일반상업지역","11140"," ","2019-06-14 00:00:00.0","2425.24790609","194.24801653"
"166530","11000UQ111PS201912155786","UQA200","UQA220"," ","UQA220","11000ARZ201805315561","11000NTC201607140070","일반상업지역","11000"," ","2019-12-15 00:00:00.0","120298.42300902","3974.12758828"
"166531","11000UQ111PS201912155942","UQA200","UQA220"," ","UQA220","11000ARZ000000001111"," ","일반상업지역","11000"," ","2019-12-15 00:00:00.0","614793.09062131","9533.79044168"
"166532","11000UQ111PS202007127118","UQA400","UQA430"," ","UQA430","11000ARZ000000001111"," ","자연녹지지역","11000"," ","2020-07-12 00:00:00.0","78.32924937","708.19188799"
"166533","11000UQ111PS202007127121","UQA400","UQA430"," ","UQA430","11000ARZ000000001111"," ","자연녹지지역","11000"," ","2020-07-12 00:00:00.0","1066.74625320","1067.38674900"
"166534","11000UQ111PS202007127130","UQA400","UQA430"," ","UQA430","11000ARZ000000001111"," ","자연녹지지역","11000"," ","2020-07-12 00:00:00.0","1.36558083","11.44932354"
"166535","11000UQ111PS202007127131","UQA400","UQA430"," ","UQA430","11000ARZ000000001111"," ","자연녹지지역","11000"," ","2020-07-12 00:00:00.0","1.20060481","19.43540329"
"166536","11000UQ111PS202007126985","UQA400","UQA430"," ","UQA430","11000ARZ000000001111"," ","자연녹지지역","11000"," ","2020-07-12 00:00:00.0","713.84304173","544.63857541"
"166537","11000UQ111PS202007127137","UQA400","UQA430"," ","UQA430","11000ARZ000000001111"," ","자연녹지지역","11000"," ","2020-07-12 00:00:00.0","110.57753239","192.40021277"
"166538","11000UQ111PS202007127141","UQA400","UQA430"," ","UQA430","11000ARZ000000001111"," ","자연녹지지역","11000"," ","2020-07-12 00:00:00.0","4.62665508","36.29078025"
"166539","11000UQ111PS202007127148","UQA400","UQA430"," ","UQA430","11000ARZ000000001111"," ","자연녹지지역","11000"," ","2020-07-12 00:00:00.0","33.76523496","126.36533930"
"166540","11000UQ111PS202007127158","UQA400","UQA430"," ","UQA430","11000ARZ000000001111"," ","자연녹지지역","11000"," ","2020-07-12 00:00:00.0","690.88737780","1808.79491874"
"166541","11000UQ111PS202007127159","UQA400","UQA430"," ","UQA430","11000ARZ000000001111"," ","자연녹지지역","11000"," ","2020-07-12 00:00:00.0","2.16799715","24.63544216"
"166542","11000UQ111PS202007127162","UQA400","UQA430"," ","UQA430","11000ARZ000000001111"," ","자연녹지지역","11000"," ","2020-07-12 00:00:00.0","714.54750187","690.44705101"
"166543","11000UQ111PS202007127164","UQA400","UQA430"," ","UQA430","11000ARZ000000001111"," ","자연녹지지역","11000"," ","2020-07-12 00:00:00.0","25.65525874","111.08207694"
